batch,index,music,hashtag,author,likes,comments,shares,saves
3,27,,"only1ebonyy, trending, capcut, pretty, eaststroudsburguniversity, pennsylvania, brooklyn, sopretty, newyork, prettygirls, soprettychallenge, madpretty, naturalhair, naturalhairstyle, naturalhairstyles, naturalhairstylesforblackwomen, naturalhairstylestutorials, naturalhairstylesideas, naturalhairstylesforwomen, curlyhair, curlyhairtutorial, curlyhairroutine, curlyhairstyles, curlyhaircheck, hairinfluencer, naturalhairinfluencer, wiginfluencer, edges, edgestutorial",,181900,857,22700,449
4,0,,"viral, fyp, reaction, blowthisup, nyc, belgium",,283300,1984,56300,4136
4,1,,"@mcdonaldsau, ad",arvanfamily,16300,314,1133,930
4,2,,"native, nativetiktok, fyp, mmiw, indigenous, findtracyday",,58700,6555,5446,8615
4,3,,"fyp%E3%82%B7, friends, promoted",,88300,1425,14500,219
4,4,,,,194300,2150,20900,1592
4,5,,"fyp, relatable, trending, real, nyc",,31700,84,3781,906
4,6,,"mcdonalds, mcchicken, burger, sandwich, lowcalorie, highprotein, highproteinmeals, easyrecipe, weightloss, fitness, foodie",aussiefitness,40800,188,19800,1906
4,7,,,,10900,152,417,314
4,8,,,usimmango,4900000,14900,333500,14300
4,9,,"fyp, viral, blowitup",,980800,6190,113300,20000
4,10,,"fyp, foryoupage",,129600,2029,17500,6577
4,11,,,,290300,4806,7819,6192
4,12,,"nurimuhammad, carbonatedbeings, pychology, wealth, wisdom",,140300,3311,28400,45400
4,13,,"ivy, frankocean, fyp, neverbelikeyou, flume, capcut",,138600,1695,23800,1136
